Epoch 1 - Training Loss: 0.7102, Validation Loss: 0.6849
Epoch 2 - Training Loss: 0.6784, Validation Loss: 0.6863
Epoch 3 - Training Loss: 0.6774, Validation Loss: 0.6910
Epoch 4 - Training Loss: 0.6963, Validation Loss: 0.6867
Epoch 5 - Training Loss: 0.6863, Validation Loss: 0.6970
Epoch 6 - Training Loss: 0.6951, Validation Loss: 0.6859
Epoch 7 - Training Loss: 0.7032, Validation Loss: 0.6892
Epoch 8 - Training Loss: 0.7209, Validation Loss: 0.6838
Epoch 9 - Training Loss: 0.6866, Validation Loss: 0.6849
Epoch 10 - Training Loss: 0.6952, Validation Loss: 0.6868
Epoch 11 - Training Loss: 0.6932, Validation Loss: 0.6818
Epoch 12 - Training Loss: 0.6669, Validation Loss: 0.6871
Epoch 13 - Training Loss: 0.6827, Validation Loss: 0.6829
Epoch 14 - Training Loss: 0.6933, Validation Loss: 0.6858
Epoch 15 - Training Loss: 0.6837, Validation Loss: 0.6885
Epoch 16 - Training Loss: 0.7021, Validation Loss: 0.6831
Epoch 17 - Training Loss: 0.6994, Validation Loss: 0.6838
Epoch 18 - Training Loss: 0.6897, Validation Loss: 0.6759
Epoch 19 - Training Loss: 0.6726, Validation Loss: 0.6779
Epoch 20 - Training Loss: 0.6902, Validation Loss: 0.6798
Epoch 21 - Training Loss: 0.6650, Validation Loss: 0.6852
Epoch 22 - Training Loss: 0.7017, Validation Loss: 0.6822
Epoch 23 - Training Loss: 0.7103, Validation Loss: 0.6769
Epoch 24 - Training Loss: 0.6991, Validation Loss: 0.6816
Epoch 25 - Training Loss: 0.7080, Validation Loss: 0.6907
Epoch 26 - Training Loss: 0.7003, Validation Loss: 0.6815
Epoch 27 - Training Loss: 0.7008, Validation Loss: 0.6844
Epoch 28 - Training Loss: 0.6911, Validation Loss: 0.6841
Epoch 29 - Training Loss: 0.6726, Validation Loss: 0.6774
Epoch 30 - Training Loss: 0.6817, Validation Loss: 0.6814
Epoch 31 - Training Loss: 0.6733, Validation Loss: 0.6775
Epoch 32 - Training Loss: 0.6919, Validation Loss: 0.6879
Epoch 33 - Training Loss: 0.6964, Validation Loss: 0.6773
Epoch 34 - Training Loss: 0.6982, Validation Loss: 0.6730
