Epoch 1 - Training Loss: 0.7086, Validation Loss: 0.7042
Epoch 2 - Training Loss: 0.6937, Validation Loss: 0.7016
Epoch 3 - Training Loss: 0.7023, Validation Loss: 0.7094
Epoch 4 - Training Loss: 0.6840, Validation Loss: 0.7077
Epoch 5 - Training Loss: 0.6916, Validation Loss: 0.7054
Epoch 6 - Training Loss: 0.6914, Validation Loss: 0.7046
Epoch 7 - Training Loss: 0.7078, Validation Loss: 0.6990
Epoch 8 - Training Loss: 0.6900, Validation Loss: 0.6987
Epoch 9 - Training Loss: 0.6907, Validation Loss: 0.6924
Epoch 10 - Training Loss: 0.6997, Validation Loss: 0.7028
Epoch 11 - Training Loss: 0.6912, Validation Loss: 0.6954
Epoch 12 - Training Loss: 0.6709, Validation Loss: 0.6956
Epoch 13 - Training Loss: 0.7892, Validation Loss: 0.9253
Epoch 14 - Training Loss: 0.8123, Validation Loss: 0.7048
Epoch 15 - Training Loss: 0.7005, Validation Loss: 0.7057
Epoch 16 - Training Loss: 0.6842, Validation Loss: 0.6991
Epoch 17 - Training Loss: 0.7018, Validation Loss: 0.7004
Epoch 18 - Training Loss: 0.7108, Validation Loss: 0.6991
Epoch 19 - Training Loss: 0.6828, Validation Loss: 0.7070
Epoch 20 - Training Loss: 0.6821, Validation Loss: 0.7070
Epoch 21 - Training Loss: 0.6732, Validation Loss: 0.7057
Epoch 22 - Training Loss: 0.7001, Validation Loss: 0.7030
Epoch 23 - Training Loss: 0.6638, Validation Loss: 0.6990
Epoch 24 - Training Loss: 0.7092, Validation Loss: 0.7110
Epoch 25 - Training Loss: 0.7001, Validation Loss: 0.6990
Epoch 26 - Training Loss: 0.6819, Validation Loss: 0.7083
Epoch 27 - Training Loss: 0.7275, Validation Loss: 0.7057
Epoch 28 - Training Loss: 0.6820, Validation Loss: 0.7123
Epoch 29 - Training Loss: 0.6909, Validation Loss: 0.7030
Epoch 30 - Training Loss: 0.6818, Validation Loss: 0.7043
Epoch 31 - Training Loss: 0.6819, Validation Loss: 0.7082
Epoch 32 - Training Loss: 0.7000, Validation Loss: 0.7069
Epoch 33 - Training Loss: 0.6909, Validation Loss: 0.7082
Epoch 34 - Training Loss: 0.6819, Validation Loss: 0.7015
Epoch 35 - Training Loss: 0.6907, Validation Loss: 0.6948
Epoch 36 - Training Loss: 0.6999, Validation Loss: 0.6999
Epoch 37 - Training Loss: 0.7000, Validation Loss: 0.7010
Epoch 38 - Training Loss: 0.6904, Validation Loss: 0.6988
Epoch 39 - Training Loss: 0.6802, Validation Loss: 0.7030
Epoch 40 - Training Loss: 0.6810, Validation Loss: 0.6941
Epoch 41 - Training Loss: 0.6715, Validation Loss: 0.6958
Epoch 42 - Training Loss: 0.6723, Validation Loss: 0.6901
Epoch 43 - Training Loss: 0.6581, Validation Loss: 0.6981
Epoch 44 - Training Loss: 0.6997, Validation Loss: 0.6890
Epoch 45 - Training Loss: 0.6809, Validation Loss: 0.6914
Epoch 46 - Training Loss: 0.7071, Validation Loss: 0.6940
Epoch 47 - Training Loss: 0.6949, Validation Loss: 0.6940
Epoch 48 - Training Loss: 0.6929, Validation Loss: 0.6943
Epoch 49 - Training Loss: 0.6793, Validation Loss: 0.6898
Epoch 50 - Training Loss: 0.7139, Validation Loss: 0.6955
Epoch 51 - Training Loss: 0.6866, Validation Loss: 0.6918
Epoch 52 - Training Loss: 0.6789, Validation Loss: 0.6937
Epoch 53 - Training Loss: 0.6828, Validation Loss: 0.7016
Epoch 54 - Training Loss: 0.7066, Validation Loss: 0.6864
Epoch 55 - Training Loss: 0.7254, Validation Loss: 0.6927
Epoch 56 - Training Loss: 0.6795, Validation Loss: 0.6940
Epoch 57 - Training Loss: 0.6777, Validation Loss: 0.6927
Epoch 58 - Training Loss: 0.6866, Validation Loss: 0.6927
Epoch 59 - Training Loss: 0.6803, Validation Loss: 0.6913
Epoch 60 - Training Loss: 0.6808, Validation Loss: 0.6953
Epoch 61 - Training Loss: 0.7053, Validation Loss: 0.6940
Epoch 62 - Training Loss: 0.6985, Validation Loss: 0.6874
Epoch 63 - Training Loss: 0.6886, Validation Loss: 0.6901
Epoch 64 - Training Loss: 0.6900, Validation Loss: 0.6914
Epoch 65 - Training Loss: 0.6974, Validation Loss: 0.6860
Epoch 66 - Training Loss: 0.6779, Validation Loss: 0.6940
Epoch 67 - Training Loss: 0.6675, Validation Loss: 0.6980
Epoch 68 - Training Loss: 0.6971, Validation Loss: 0.6887
Epoch 69 - Training Loss: 0.6988, Validation Loss: 0.6980
Epoch 70 - Training Loss: 0.6862, Validation Loss: 0.6967
Epoch 71 - Training Loss: 0.6795, Validation Loss: 0.6993
Epoch 72 - Training Loss: 0.6973, Validation Loss: 0.6914
Epoch 73 - Training Loss: 0.6907, Validation Loss: 0.6954
Epoch 74 - Training Loss: 0.6867, Validation Loss: 0.6993
Epoch 75 - Training Loss: 0.6995, Validation Loss: 0.6962
Epoch 76 - Training Loss: 0.7068, Validation Loss: 0.7124
Epoch 77 - Training Loss: 0.7017, Validation Loss: 0.6920
Epoch 78 - Training Loss: 0.7256, Validation Loss: 0.6978
Epoch 79 - Training Loss: 0.6861, Validation Loss: 0.6961
Epoch 80 - Training Loss: 0.6579, Validation Loss: 0.6950
Epoch 81 - Training Loss: 0.6938, Validation Loss: 0.6932
Epoch 82 - Training Loss: 0.6965, Validation Loss: 0.6960
Epoch 83 - Training Loss: 0.6961, Validation Loss: 0.6949
Epoch 84 - Training Loss: 0.6869, Validation Loss: 0.7008
